Number,Brand,Product,Vendor API Game Name,Vendor Game Name,Game Type,Sub Game Type,Min Limit,Max Limit,Vendor API Product Name,Vendor Bet Type,BetType,Sub Bet Type,Payout (Decimal Odd),Min Bet,Max Bet,Decks of Card,Margin,Time (Sec),Note for Mark
10679,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,"17, 18, 20, 21",Corner,"Corner (17,18,20,21)",9.00,5,1000,N/A,,30,
10680,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,"19, 20, 22, 23",Corner,"Corner (19,20,22,23)",9.00,5,1000,N/A,,30,
10681,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,"20, 21, 23, 24",Corner,"Corner (20,21,23,24)",9.00,5,1000,N/A,,30,
10682,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,"22, 23, 25, 26",Corner,"Corner (22,23,25,26)",9.00,5,1000,N/A,,30,
10683,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,"23, 24, 26, 27",Corner,"Corner (23,24,26,27)",9.00,5,1000,N/A,,30,
10684,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,"25, 26, 28, 29",Corner,"Corner (25,26,28,29)",9.00,5,1000,N/A,,30,
10685,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,"26, 27, 29, 30",Corner,"Corner (26,27,29,30)",9.00,5,1000,N/A,,30,
10686,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,"28, 29, 31, 32",Corner,"Corner (28,29,31,32)",9.00,5,1000,N/A,,30,
10687,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,"29, 30, 32, 33",Corner,"Corner (29,30,32,33)",9.00,5,1000,N/A,,30,
10688,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,"31, 32, 34, 35",Corner,"Corner (31,32,34,35)",9.00,5,1000,N/A,,30,
10689,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,"32, 33, 35, 36",Corner,"Corner (32,33,35,36)",9.00,5,1000,N/A,,30,
10690,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,"1, 2, 3, 4, 5, 6",Line,Line (1-6),6.00,5,1500,N/A,,30,
10691,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,"4, 5, 6, 7, 8, 9",Line,Line (4-9),6.00,5,1500,N/A,,30,
10692,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,"7, 8, 9, 10, 11, 12",Line,Line (7-12),6.00,5,1500,N/A,,30,
10693,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,"10, 11, 12, 13, 14, 15",Line,Line (10-15),6.00,5,1500,N/A,,30,
10694,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,"13, 14, 15, 16, 17, 18",Line,Line (13-18),6.00,5,1500,N/A,,30,
10695,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,"16, 17, 18, 19, 20, 21",Line,Line (16-21),6.00,5,1500,N/A,,30,
10696,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,"19, 20, 21, 22, 23, 24",Line,Line (19-24),6.00,5,1500,N/A,,30,
10697,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,"22, 23, 24, 25, 26, 27",Line,Line (22-27),6.00,5,1500,N/A,,30,
10698,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,"25, 26, 27, 28, 29, 30",Line,Line (25-30),6.00,5,1500,N/A,,30,
10699,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,"28, 29, 30, 31, 32, 33",Line,Line (28-33),6.00,5,1500,N/A,,30,
10700,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,"31, 32, 33, 34, 35, 36",Line,Line (31-36),6.00,5,1500,N/A,,30,
10701,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,1st Dozen,Dozen/Row,Dozen (1st),3.00,50,3000,N/A,,30,
10702,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,2nd Dozen,Dozen/Row,Dozen (2nd),3.00,50,3000,N/A,,30,
10703,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,3rd Dozen,Dozen/Row,Dozen (3rd),3.00,50,3000,N/A,,30,
10704,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,1st Column,Dozen/Row,Row (1st),3.00,50,3000,N/A,,30,
10705,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,2nd Column,Dozen/Row,Row (2nd),3.00,50,3000,N/A,,30,
10706,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,3rd Column,Dozen/Row,Row (3rd),3.00,50,3000,N/A,,30,
10707,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,5,250,,"0, 1, 2, 3",Corner,"Four (0,1,2,3)",9.00,5,1000,N/A,,30,
10708,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,Odd,Odd/Even,Odd,2.00,100,9000,N/A,,30,
10709,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,Even,Odd/Even,Even,2.00,100,9000,N/A,,30,
10710,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,Black,Black/Red,Black,2.00,100,9000,N/A,,30,
10711,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,Red,Black/Red,Red,2.00,100,9000,N/A,,30,
10712,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,1-18,High/Low,High Low (1-18),2.00,100,9000,N/A,,30,
10713,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,19-36,High/Low,High Low (19-36),2.00,100,9000,N/A,,30,
10714,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,0,Straight,Straight (0),36.00,10,500,N/A,,30,
10715,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,1,Straight,Straight (1),36.00,10,500,N/A,,30,
10716,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,2,Straight,Straight (2),36.00,10,500,N/A,,30,
10717,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,3,Straight,Straight (3),36.00,10,500,N/A,,30,
10718,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,4,Straight,Straight (4),36.00,10,500,N/A,,30,
10719,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,5,Straight,Straight (5),36.00,10,500,N/A,,30,
10720,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,6,Straight,Straight (6),36.00,10,500,N/A,,30,
10721,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,7,Straight,Straight (7),36.00,10,500,N/A,,30,
10722,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,8,Straight,Straight (8),36.00,10,500,N/A,,30,
10723,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,9,Straight,Straight (9),36.00,10,500,N/A,,30,
10724,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,10,Straight,Straight (10),36.00,10,500,N/A,,30,
10725,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,11,Straight,Straight (11),36.00,10,500,N/A,,30,
10726,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,12,Straight,Straight (12),36.00,10,500,N/A,,30,
10727,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,13,Straight,Straight (13),36.00,10,500,N/A,,30,
10728,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,14,Straight,Straight (14),36.00,10,500,N/A,,30,
10729,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,15,Straight,Straight (15),36.00,10,500,N/A,,30,
10730,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,16,Straight,Straight (16),36.00,10,500,N/A,,30,
10731,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,17,Straight,Straight (17),36.00,10,500,N/A,,30,
10732,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,18,Straight,Straight (18),36.00,10,500,N/A,,30,
10733,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,19,Straight,Straight (19),36.00,10,500,N/A,,30,
10734,Spin8,MGS,,Roulette (Diamond),Roulette,Roulette,10,500,,20,Straight,Straight (20),36.00,10,500,N/A,,30,
