Number,Brand,Product,Vendor API Game Name,Vendor Game Name,Game Type,Sub Game Type,Min Limit,Max Limit,Vendor API Product Name,Vendor Bet Type,BetType,Sub Bet Type,Payout (Decimal Odd),Min Bet,Max Bet,Decks of Card,Margin,Time (Sec),Note for Mark
136,FUN88,SUN,Super Baccarat 5 / Super Baccarat 6,Baccarat,Baccarat,Baccarat,10000,200000,,Tie,Tie,Tie,9.00,10000,200000,8,,25,
137,FUN88,SUN,Super Baccarat 5 / Super Baccarat 6,Baccarat,Baccarat,Baccarat,10000,200000,,Bank Pairs,Pair,Banker Pair,12.00,10000,200000,8,,25,
138,FUN88,SUN,Super Baccarat 5 / Super Baccarat 6,Baccarat,Baccarat,Baccarat,10000,200000,,Play Pair,Pair,Player Pair,12.00,10000,200000,8,,25,
139,FUN88,SUN,Super Baccarat 5 / Super Baccarat 6,Baccarat,Baccarat,Baccarat,10000,200000,,Big,Big/Small,Big,1.54,10000,200000,8,,25,
140,FUN88,SUN,Super Baccarat 5 / Super Baccarat 6,Baccarat,Baccarat,Baccarat,10000,200000,,Small,Big/Small,Small,2.50,10000,200000,8,,25,
141,FUN88,SUN,Super Baccarat 5 / Super Baccarat 6,Baccarat,Baccarat,Baccarat,10000,200000,,Banker Odds,Odd/Even,Banker Odd,1.94,10000,200000,8,,25,
142,FUN88,SUN,Super Baccarat 5 / Super Baccarat 6,Baccarat,Baccarat,Baccarat,10000,200000,,Banker Even,Odd/Even,Banker Even,1.94,10000,200000,8,,25,
143,FUN88,SUN,Super Baccarat 5 / Super Baccarat 6,Baccarat,Baccarat,Baccarat,10000,200000,,Player Odds,Odd/Even,Player Odd,1.96,10000,200000,8,,25,
144,FUN88,SUN,Super Baccarat 5 / Super Baccarat 6,Baccarat,Baccarat,Baccarat,10000,200000,,Player Even,Odd/Even,Player Even,1.90,10000,200000,8,,25,
145,FUN88,SUN,Bid Baccarat,Bid Baccarat,Baccarat,BID Baccarat,100,10000,,Banker,Banker/Player,Banker,1.95,100,10000,8,,40,
146,FUN88,SUN,Bid Baccarat,Bid Baccarat,Baccarat,BID Baccarat,100,10000,,Player,Banker/Player,Player,2.00,100,10000,8,,40,
147,FUN88,SUN,Bid Baccarat,Bid Baccarat,Baccarat,BID Baccarat,100,10000,,Tie,Tie,Tie,9.00,100,10000,8,,40,
148,FUN88,SUN,Bid Baccarat,Bid Baccarat,Baccarat,BID Baccarat,100,10000,,Bank Pairs,Pair,Banker Pair,12.00,100,10000,8,,40,
149,FUN88,SUN,Bid Baccarat,Bid Baccarat,Baccarat,BID Baccarat,100,10000,,Play Pair,Pair,Player Pair,12.00,100,10000,8,,40,
150,FUN88,SUN,Bid Baccarat,Bid Baccarat,Baccarat,BID Baccarat,2000,50000,,Banker,Banker/Player,Banker,1.95,2000,50000,8,,40,
151,FUN88,SUN,Bid Baccarat,Bid Baccarat,Baccarat,BID Baccarat,2000,50000,,Player,Banker/Player,Player,2.00,2000,50000,8,,40,
152,FUN88,SUN,Bid Baccarat,Bid Baccarat,Baccarat,BID Baccarat,2000,50000,,Tie,Tie,Tie,9.00,2000,50000,8,,40,
153,FUN88,SUN,Bid Baccarat,Bid Baccarat,Baccarat,BID Baccarat,2000,50000,,Bank Pairs,Pair,Banker Pair,12.00,2000,50000,8,,40,
154,FUN88,SUN,Bid Baccarat,Bid Baccarat,Baccarat,BID Baccarat,2000,50000,,Play Pair,Pair,Player Pair,12.00,2000,50000,8,,40,
155,FUN88,SUN,Bid Baccarat,Bid Baccarat,Baccarat,BID Baccarat,10000,200000,,Banker,Banker/Player,Banker,1.95,10000,200000,8,,40,
156,FUN88,SUN,Bid Baccarat,Bid Baccarat,Baccarat,BID Baccarat,10000,200000,,Player,Banker/Player,Player,2.00,10000,200000,8,,40,
157,FUN88,SUN,Bid Baccarat,Bid Baccarat,Baccarat,BID Baccarat,10000,200000,,Tie,Tie,Tie,9.00,10000,200000,8,,40,
158,FUN88,SUN,Bid Baccarat,Bid Baccarat,Baccarat,BID Baccarat,10000,200000,,Bank Pairs,Pair,Banker Pair,12.00,10000,200000,8,,40,
159,FUN88,SUN,Bid Baccarat,Bid Baccarat,Baccarat,BID Baccarat,10000,200000,,Play Pair,Pair,Player Pair,12.00,10000,200000,8,,40,
160,FUN88,SUN,Dragon Tiger,Dragon Tiger,Dragon Tiger,Dragon Tiger,100,10000,,Dragon,Dragon/Tiger,Dragon,2.00,100,10000,8,,25,
161,FUN88,SUN,Dragon Tiger,Dragon Tiger,Dragon Tiger,Dragon Tiger,100,10000,,Tiger,Dragon/Tiger,Tiger,2.00,100,10000,8,,25,
162,FUN88,SUN,Dragon Tiger,Dragon Tiger,Dragon Tiger,Dragon Tiger,100,10000,,Tie,Tie,Tie,9.00,100,1250,8,,25,
163,FUN88,SUN,Dragon Tiger,Dragon Tiger,Dragon Tiger,Dragon Tiger,2000,2000,,Dragon,Dragon/Tiger,Dragon,2.00,2000,2000,8,,25,
164,FUN88,SUN,Dragon Tiger,Dragon Tiger,Dragon Tiger,Dragon Tiger,2000,2000,,Tiger,Dragon/Tiger,Tiger,2.00,2000,2000,8,,25,
165,FUN88,SUN,Dragon Tiger,Dragon Tiger,Dragon Tiger,Dragon Tiger,2000,2000,,Tie,Tie,Tie,9.00,2000,2000,8,,25,
166,FUN88,SUN,Dragon Tiger,Dragon Tiger,Dragon Tiger,Dragon Tiger,10000,200000,,Dragon,Dragon/Tiger,Dragon,2.00,10000,200000,8,,25,
167,FUN88,SUN,Dragon Tiger,Dragon Tiger,Dragon Tiger,Dragon Tiger,10000,200000,,Tiger,Dragon/Tiger,Tiger,2.00,10000,200000,8,,25,
168,FUN88,SUN,Dragon Tiger,Dragon Tiger,Dragon Tiger,Dragon Tiger,10000,200000,,Tie,Tie,Tie,9.00,10000,200000,8,,25,
169,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Odd,Odd/Even,Odd,2.00,100,10000,N/A,,40,
170,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Even,Odd/Even,Even,2.00,100,10000,N/A,,40,
171,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Black,Black/Red,Black,2.00,100,10000,N/A,,40,
172,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Red,Black/Red,Red,2.00,100,10000,N/A,,40,
173,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Small,High/Low,High Low (1-18),2.00,100,10000,N/A,,40,
174,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Big,High/Low,High Low (19-36),2.00,100,10000,N/A,,40,
175,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 0,Straight,Straight (0),36.00,100,285,N/A,,40,
176,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 1,Straight,Straight (1),36.00,100,285,N/A,,40,
177,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 2,Straight,Straight (2),36.00,100,285,N/A,,40,
178,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 3,Straight,Straight (3),36.00,100,285,N/A,,40,
179,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 4,Straight,Straight (4),36.00,100,285,N/A,,40,
180,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 5,Straight,Straight (5),36.00,100,285,N/A,,40,
181,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 6,Straight,Straight (6),36.00,100,285,N/A,,40,
182,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 7,Straight,Straight (7),36.00,100,285,N/A,,40,
183,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 8,Straight,Straight (8),36.00,100,285,N/A,,40,
184,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 9,Straight,Straight (9),36.00,100,285,N/A,,40,
185,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 10,Straight,Straight (10),36.00,100,285,N/A,,40,
186,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 11,Straight,Straight (11),36.00,100,285,N/A,,40,
187,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 12,Straight,Straight (12),36.00,100,285,N/A,,40,
188,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 13,Straight,Straight (13),36.00,100,285,N/A,,40,
189,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 14,Straight,Straight (14),36.00,100,285,N/A,,40,
190,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 15,Straight,Straight (15),36.00,100,285,N/A,,40,
191,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 16,Straight,Straight (16),36.00,100,285,N/A,,40,
192,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 17,Straight,Straight (17),36.00,100,285,N/A,,40,
193,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 18,Straight,Straight (18),36.00,100,285,N/A,,40,
194,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 19,Straight,Straight (19),36.00,100,285,N/A,,40,
195,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 20,Straight,Straight (20),36.00,100,285,N/A,,40,
196,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 21,Straight,Straight (21),36.00,100,285,N/A,,40,
197,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 22,Straight,Straight (22),36.00,100,285,N/A,,40,
198,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 23,Straight,Straight (23),36.00,100,285,N/A,,40,
199,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 24,Straight,Straight (24),36.00,100,285,N/A,,40,
200,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 25,Straight,Straight (25),36.00,100,285,N/A,,40,
201,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 26,Straight,Straight (26),36.00,100,285,N/A,,40,
202,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 27,Straight,Straight (27),36.00,100,285,N/A,,40,
203,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 28,Straight,Straight (28),36.00,100,285,N/A,,40,
204,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 29,Straight,Straight (29),36.00,100,285,N/A,,40,
205,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 30,Straight,Straight (30),36.00,100,285,N/A,,40,
206,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 31,Straight,Straight (31),36.00,100,285,N/A,,40,
207,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 32,Straight,Straight (32),36.00,100,285,N/A,,40,
208,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 33,Straight,Straight (33),36.00,100,285,N/A,,40,
209,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 34,Straight,Straight (34),36.00,100,285,N/A,,40,
210,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 35,Straight,Straight (35),36.00,100,285,N/A,,40,
211,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,Num 36,Straight,Straight (36),36.00,100,285,N/A,,40,
212,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 0,1",Split,"Split (0,1)",18.00,100,580,N/A,,40,
213,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 0,2",Split,"Split (0,2)",18.00,100,588,N/A,,40,
214,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 0,3",Split,"Split (0,3)",18.00,100,588,N/A,,40,
215,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 1,2",Split,"Split (1,2)",18.00,100,588,N/A,,40,
216,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 1,4",Split,"Split (1,4)",18.00,100,588,N/A,,40,
217,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 2,3",Split,"Split (2,3)",18.00,100,588,N/A,,40,
218,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 2,5",Split,"Split (2,5)",18.00,100,588,N/A,,40,
219,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 3,6",Split,"Split (3,6)",18.00,100,588,N/A,,40,
220,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 4,5",Split,"Split (4,5)",18.00,100,588,N/A,,40,
221,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 4,7",Split,"Split (4,7)",18.00,100,588,N/A,,40,
222,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 5,6",Split,"Split (5,6)",18.00,100,588,N/A,,40,
223,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 5,8",Split,"Split (5,8)",18.00,100,588,N/A,,40,
224,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 6,9",Split,"Split (6,9)",18.00,100,588,N/A,,40,
225,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 7,8",Split,"Split (7,8)",18.00,100,588,N/A,,40,
226,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 7,10",Split,"Split (7,10)",18.00,100,588,N/A,,40,
227,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 8,9",Split,"Split (8,9)",18.00,100,588,N/A,,40,
228,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 8,11",Split,"Split (8,11)",18.00,100,588,N/A,,40,
229,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 9,12",Split,"Split (9,12)",18.00,100,588,N/A,,40,
230,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 10,11",Split,"Split (10,11)",18.00,100,588,N/A,,40,
231,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 10,13",Split,"Split (10,13)",18.00,100,588,N/A,,40,
232,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 11,12",Split,"Split (11,12)",18.00,100,588,N/A,,40,
233,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 11,14",Split,"Split (11,14)",18.00,100,588,N/A,,40,
234,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 12,15",Split,"Split (12,15)",18.00,100,588,N/A,,40,
235,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 13,14",Split,"Split (13,14)",18.00,100,588,N/A,,40,
236,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 13,16",Split,"Split (13,16)",18.00,100,588,N/A,,40,
237,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 14,15",Split,"Split (14,15)",18.00,100,588,N/A,,40,
238,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 14,17",Split,"Split (14,17)",18.00,100,588,N/A,,40,
239,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 15,18",Split,"Split (15,18)",18.00,100,588,N/A,,40,
240,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 16,17",Split,"Split (16,17)",18.00,100,588,N/A,,40,
241,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 16,19",Split,"Split (16,19)",18.00,100,588,N/A,,40,
242,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 17,18",Split,"Split (17,18)",18.00,100,588,N/A,,40,
243,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 17,20",Split,"Split (17,20)",18.00,100,588,N/A,,40,
244,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 18,21",Split,"Split (18,21)",18.00,100,588,N/A,,40,
245,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 19,20",Split,"Split (19,20)",18.00,100,588,N/A,,40,
246,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 19,22",Split,"Split (19,22)",18.00,100,588,N/A,,40,
247,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 20,21",Split,"Split (20,21)",18.00,100,588,N/A,,40,
248,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 20,23",Split,"Split (20,23)",18.00,100,588,N/A,,40,
249,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 21,24",Split,"Split (21,24)",18.00,100,588,N/A,,40,
250,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 22,23",Split,"Split (22,23)",18.00,100,588,N/A,,40,
251,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 22,25",Split,"Split (22,25)",18.00,100,588,N/A,,40,
252,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 23,24",Split,"Split (23,24)",18.00,100,588,N/A,,40,
253,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 23,26",Split,"Split (23,26)",18.00,100,588,N/A,,40,
254,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 24,27",Split,"Split (24,27)",18.00,100,588,N/A,,40,
255,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 25,26",Split,"Split (25,26)",18.00,100,588,N/A,,40,
256,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 25,28",Split,"Split (25,28)",18.00,100,588,N/A,,40,
257,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 26,27",Split,"Split (26,27)",18.00,100,588,N/A,,40,
258,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 26,29",Split,"Split (26,29)",18.00,100,588,N/A,,40,
259,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 27,30",Split,"Split (27,30)",18.00,100,588,N/A,,40,
260,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 28,29",Split,"Split (28,29)",18.00,100,588,N/A,,40,
261,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 28,31",Split,"Split (28,31)",18.00,100,588,N/A,,40,
262,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 29,30",Split,"Split (29,30)",18.00,100,588,N/A,,40,
263,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 29,32",Split,"Split (29,32)",18.00,100,588,N/A,,40,
264,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 30,33",Split,"Split (30,33)",18.00,100,588,N/A,,40,
265,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 31,32",Split,"Split (31,32)",18.00,100,588,N/A,,40,
266,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 31,34",Split,"Split (31,34)",18.00,100,588,N/A,,40,
267,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 32,33",Split,"Split (32,33)",18.00,100,588,N/A,,40,
268,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 32,35",Split,"Split (32,35)",18.00,100,588,N/A,,40,
269,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 33,36",Split,"Split (33,36)",18.00,100,588,N/A,,40,
270,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 34,35",Split,"Split (34,35)",18.00,100,588,N/A,,40,
271,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Double 35,36",Split,"Split (35,36)",18.00,100,588,N/A,,40,
272,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Trio 0,1,2",Street/Trio,"Trio (0,1,2)",12.00,100,909,N/A,,40,
273,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Trio 0,2,3",Street/Trio,"Trio (0,2,3)",12.00,100,909,N/A,,40,
274,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Tri 1,2,3",Street/Trio,"Street (1,2,3)",12.00,100,909,N/A,,40,
275,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Tri 4,5,6",Street/Trio,"Street (4,5,6)",12.00,100,909,N/A,,40,
276,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Tri 7,8,9",Street/Trio,"Street (7,8,9)",12.00,100,909,N/A,,40,
277,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Tri 10,11,12",Street/Trio,"Street (10,11,12)",12.00,100,909,N/A,,40,
278,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Tri 13,14,15",Street/Trio,"Street (13,14,15)",12.00,100,909,N/A,,40,
279,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Tri 16,17,18",Street/Trio,"Street (16,17,18)",12.00,100,909,N/A,,40,
280,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Tri 19,20,21",Street/Trio,"Street (19,20,21)",12.00,100,909,N/A,,40,
281,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Tri 22,23,24",Street/Trio,"Street (22,23,24)",12.00,100,909,N/A,,40,
282,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Tri 25,26,27",Street/Trio,"Street (25,26,27)",12.00,100,909,N/A,,40,
283,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Tri 28,29,30",Street/Trio,"Street (28,29,30)",12.00,100,909,N/A,,40,
284,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Tri 31,32,33",Street/Trio,"Street (31,32,33)",12.00,100,909,N/A,,40,
285,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Tri 34,35,36",Street/Trio,"Street (34,35,36)",12.00,100,909,N/A,,40,
286,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Qual 0,1,2,3",Corner,"Four (0,1,2,3)",9.00,100,1250,N/A,,40,
287,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Qual 1,2,4,5",Corner,"Corner (1,2,4,5)",9.00,100,1250,N/A,,40,
288,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Qual 2,3,5,6",Corner,"Corner (2,3,5,6)",9.00,100,1250,N/A,,40,
289,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Qual 4,5,7,8",Corner,"Corner (4,5,7,8)",9.00,100,1250,N/A,,40,
290,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Qual 5,6,8,9",Corner,"Corner (5,6,8,9)",9.00,100,1250,N/A,,40,
291,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Qual 7,8,10,11",Corner,"Corner (7,8,10,11)",9.00,100,1250,N/A,,40,
292,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Qual 8,9,11,12",Corner,"Corner (8,9,11,12)",9.00,100,1250,N/A,,40,
293,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Qual 10,11,13,14",Corner,"Corner (10,11,13,14)",9.00,100,1250,N/A,,40,
294,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Qual 11,12,14,15",Corner,"Corner (11,12,14,15)",9.00,100,1250,N/A,,40,
295,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Qual 13,14,16,17",Corner,"Corner (13,14,16,17)",9.00,100,1250,N/A,,40,
296,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Qual 14,15,17,18",Corner,"Corner (14,15,17,18)",9.00,100,1250,N/A,,40,
297,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Qual 16,17,19,20",Corner,"Corner (16,17,19,20)",9.00,100,1250,N/A,,40,
298,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Qual 17,18,20,21",Corner,"Corner (17,18,20,21)",9.00,100,1250,N/A,,40,
299,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Qual 19,20,22,23",Corner,"Corner (19,20,22,23)",9.00,100,1250,N/A,,40,
300,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Qual 20,21,23,24",Corner,"Corner (20,21,23,24)",9.00,100,1250,N/A,,40,
301,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Qual 22,23,25,26",Corner,"Corner (22,23,25,26)",9.00,100,1250,N/A,,40,
302,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Qual 23,24,26,27",Corner,"Corner (23,24,26,27)",9.00,100,1250,N/A,,40,
303,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Qual 25,26,28,29",Corner,"Corner (25,26,28,29)",9.00,100,1250,N/A,,40,
304,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Qual 26,27,29,30",Corner,"Corner (26,27,29,30)",9.00,100,1250,N/A,,40,
305,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Qual 28,29,31,32",Corner,"Corner (28,29,31,32)",9.00,100,1250,N/A,,40,
306,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Qual 29,30,32,33",Corner,"Corner (29,30,32,33)",9.00,100,1250,N/A,,40,
307,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Qual 31,32,34,35",Corner,"Corner (31,32,34,35)",9.00,100,1250,N/A,,40,
308,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Qual 32,33,35,36",Corner,"Corner (32,33,35,36)",9.00,100,1250,N/A,,40,
309,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Hex 1,2,3,4,5,6",Line,Line (1-6),6.00,100,2000,N/A,,40,
310,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Hex 4,5,6,7,8,9",Line,Line (4-9),6.00,100,2000,N/A,,40,
311,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Hex 7,8,9,10,11,12",Line,Line (7-12),6.00,100,2000,N/A,,40,
312,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Hex 10,11,12,13,14,15",Line,Line (10-15),6.00,100,2000,N/A,,40,
313,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Hex 13,14,15,16,17,18",Line,Line (13-18),6.00,100,2000,N/A,,40,
314,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Hex 16,17,18,19,20,21",Line,Line (16-21),6.00,100,2000,N/A,,40,
315,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Hex 19,20,21,22,23,24",Line,Line (19-24),6.00,100,2000,N/A,,40,
316,FUN88,SUN,Roulette,Roulette,Roulette,Roulette,100,10000,,"Hex 22,23,24,25,26,27",Line,Line (22-27),6.00,100,2000,N/A,,40,
